subj_id,present,rt,correct,confidence,occlusion_is_low
1,-1,2.38303005575087,1,0.541972214631481,0
1,-1,2.18160424837926,1,0.544228580149567,0
1,-1,1.71093839457918,1,0.539364151268871,0
1,-1,3.73105099946533,1,0.536499117874757,0
1,-1,2.04153615459682,1,0.533536116230847,0
1,-1,1.99715335516181,1,0.557125165607252,0
1,-1,3.62099844438899,1,0.540064061894887,0
1,-1,5.32484669351316,1,0.543021113596051,0
1,-1,2.54127552803265,1,0.545530722324192,0
1,-1,3.4059674375462,1,0.549433344116817,0
1,-1,3.23017401431677,1,0.551683358098248,0
1,-1,1.65679120262407,1,0.553583152010575,0
1,-1,1.86856784402174,1,0.553583152010575,0
1,-1,3.51140885990379,1,0.543624910964761,0
1,-1,2.13488557552927,1,0.538409419659501,0
1,-1,3.15906422940826,1,0.548133121773656,0
1,-1,4.01688952633987,1,0.541368075404502,0
1,-1,2.29063397744914,1,0.554880427121687,0
1,-1,2.52296725861408,1,0.545530722324192,0
1,-1,3.45676523401457,1,0.540064061894887,0
1,-1,2.36887659038274,0,0.552886782179402,0
1,-1,1.81609233319058,1,0.550035689589152,0
1,-1,1.49117662426566,1,0.542925833019915,0
1,-1,2.85918823404993,1,0.53388669247862,0
1,-1,2.88276693013492,1,0.544577979854226,0
1,-1,1.69990421226027,1,0.539364151268871,0
1,-1,3.27014592940113,1,0.551683358098248,0
1,-1,1.87462604680136,1,0.553583152010575,0
1,-1,2.71417387905115,1,0.553931258258666,0
1,-1,2.83479572658122,1,0.541018288624624,0
1,-1,2.00814211666724,1,0.551334918485141,0
1,-1,1.7647931158419,1,0.539364151268871,0
1,-1,2.10665528615302,1,0.551334918485141,0
1,-1,2.02846828823438,1,0.560661379411806,0
1,-1,1.60663726454687,1,0.546483131513664,0
1,-1,2.07913901486062,1,0.551334918485141,0
1,-1,2.19273928315976,1,0.541972214631481,0
1,-1,2.28793007566972,1,0.554880427121687,0
1,-1,4.1475183256321,1,0.542671522526309,0
1,-1,2.19519797234199,1,0.551334918485141,0
1,-1,1.63656483362439,1,0.539364151268871,0
1,-1,5.55510511990145,1,0.564285849991463,0
1,-1,2.43347873212462,1,0.541972214631481,0
1,-1,5.32283966831142,1,0.535893941477528,0
1,-1,3.06940589128937,1,0.551683358098248,0
1,-1,2.3886587984031,1,0.552633447148549,0
1,-1,1.79644717874583,1,0.537104186779129,0
1,-1,2.20772016036946,1,0.547784184662444,0
1,-1,3.17215827769554,0,0.546737092797236,0
1,-1,1.96120442011105,0,0.554184451236624,0
1,-1,1.70736450401018,1,0.550035689589152,0
1,-1,2.44540803735045,1,0.529007410132156,0
1,-1,1.82691608001029,1,0.542925833019915,0
1,-1,3.86274730962311,1,0.550732891643439,0
1,-1,2.6302672166048,1,0.543275393301079,0
1,-1,2.05089248099623,0,0.550637888396486,0
1,-1,4.7010718881143,1,0.547530324533368,0
1,-1,4.58432152705961,1,0.563939463207326,0
1,-1,1.73892445072998,1,0.539364151268871,0
1,-1,1.75126823569048,1,0.546483131513664,0
1,-1,2.88546827654196,1,0.541018288624624,0
1,-1,2.45529900147396,0,0.542226585961759,0
1,-1,2.18917302467032,1,0.554880427121687,0
1,-1,2.76764452666264,1,0.553931258258666,0
1,-1,2.70013868440631,0,0.558673033195688,0
1,-1,3.6215949084381,1,0.543624910964761,0
1,-1,1.99417505790159,0,0.547086169837288,0
1,-1,4.64500124593129,1,0.543974385672016,0
